profileID,respID,obsID,qID,altID,choice,price,fuelEconomy,accelTime,powertrain,group
26,270,2160,8,2,0,20,30,8,Gasoline,B
48,270,2160,8,3,0,25,20,8,Electric,B
18,271,2161,1,1,0,25,30,7,Gasoline,B
50,271,2161,1,2,0,20,25,8,Electric,B
49,271,2161,1,3,1,15,25,8,Electric,B
12,271,2162,2,1,0,25,20,7,Gasoline,B
48,271,2162,2,2,0,25,20,8,Electric,B
4,271,2162,2,3,1,15,25,6,Gasoline,B
43,271,2163,3,1,0,15,30,7,Electric,B
44,271,2163,3,2,0,20,30,7,Electric,B
5,271,2163,3,3,1,20,25,6,Gasoline,B
45,271,2164,4,1,0,25,30,7,Electric,B
46,271,2164,4,2,0,15,20,8,Electric,B
19,271,2164,4,3,1,15,20,8,Gasoline,B
40,271,2165,5,1,1,15,25,7,Electric,B
45,271,2165,5,2,0,25,30,7,Electric,B
30,271,2165,5,3,0,25,20,6,Electric,B
21,271,2166,6,1,0,25,20,8,Gasoline,B
44,271,2166,6,2,0,20,30,7,Electric,B
22,271,2166,6,3,1,15,25,8,Gasoline,B
43,271,2167,7,1,1,15,30,7,Electric,B
21,271,2167,7,2,0,25,20,8,Gasoline,B
35,271,2167,7,3,0,20,30,6,Electric,B
21,271,2168,8,1,0,25,20,8,Gasoline,B
47,271,2168,8,2,1,20,20,8,Electric,B
30,271,2168,8,3,0,25,20,6,Electric,B
19,272,2169,1,1,1,15,20,8,Gasoline,B
46,272,2169,1,2,0,15,20,8,Electric,B
30,272,2169,1,3,0,25,20,6,Electric,B
17,272,2170,2,1,0,20,30,7,Gasoline,B
43,272,2170,2,2,1,15,30,7,Electric,B
52,272,2170,2,3,0,15,30,8,Electric,B
29,272,2171,3,1,0,20,20,6,Electric,B
53,272,2171,3,2,0,20,30,8,Electric,B
13,272,2171,3,3,1,15,25,7,Gasoline,B
32,272,2172,4,1,0,20,25,6,Electric,B
45,272,2172,4,2,0,25,30,7,Electric,B
14,272,2172,4,3,1,20,25,7,Gasoline,B
1,272,2173,5,1,1,15,20,6,Gasoline,B
54,272,2173,5,2,0,25,30,8,Electric,B
49,272,2173,5,3,0,15,25,8,Electric,B
48,272,2174,6,1,0,25,20,8,Electric,B
50,272,2174,6,2,1,20,25,8,Electric,B
54,272,2174,6,3,0,25,30,8,Electric,B
54,272,2175,7,1,0,25,30,8,Electric,B
52,272,2175,7,2,1,15,30,8,Electric,B
38,272,2175,7,3,0,20,20,7,Electric,B
19,272,2176,8,1,1,15,20,8,Gasoline,B
15,272,2176,8,2,0,25,25,7,Gasoline,B
46,272,2176,8,3,0,15,20,8,Electric,B
30,273,2177,1,1,0,25,20,6,Electric,B
9,273,2177,1,2,0,25,30,6,Gasoline,B
23,273,2177,1,3,1,20,25,8,Gasoline,B
12,273,2178,2,1,0,25,20,7,Gasoline,B
17,273,2178,2,2,1,20,30,7,Gasoline,B
18,273,2178,2,3,0,25,30,7,Gasoline,B
52,273,2179,3,1,0,15,30,8,Electric,B
16,273,2179,3,2,1,15,30,7,Gasoline,B
50,273,2179,3,3,0,20,25,8,Electric,B
12,273,2180,4,1,0,25,20,7,Gasoline,B
18,273,2180,4,2,1,25,30,7,Gasoline,B
44,273,2180,4,3,0,20,30,7,Electric,B
6,273,2181,5,1,1,25,25,6,Gasoline,B
30,273,2181,5,2,0,25,20,6,Electric,B
46,273,2181,5,3,0,15,20,8,Electric,B
41,273,2182,6,1,0,20,25,7,Electric,B
24,273,2182,6,2,0,25,25,8,Gasoline,B
31,273,2182,6,3,1,15,25,6,Electric,B
1,273,2183,7,1,1,15,20,6,Gasoline,B
14,273,2183,7,2,0,20,25,7,Gasoline,B
46,273,2183,7,3,0,15,20,8,Electric,B
18,273,2184,8,1,0,25,30,7,Gasoline,B
10,273,2184,8,2,1,15,20,7,Gasoline,B
20,273,2184,8,3,0,20,20,8,Gasoline,B
5,274,2185,1,1,0,20,25,6,Gasoline,B
1,274,2185,1,2,1,15,20,6,Gasoline,B
32,274,2185,1,3,0,20,25,6,Electric,B
39,274,2186,2,1,0,25,20,7,Electric,B
44,274,2186,2,2,0,20,30,7,Electric,B
9,274,2186,2,3,1,25,30,6,Gasoline,B
30,274,2187,3,1,0,25,20,6,Electric,B
25,274,2187,3,2,1,15,30,8,Gasoline,B
26,274,2187,3,3,0,20,30,8,Gasoline,B
43,274,2188,4,1,0,15,30,7,Electric,B
2,274,2188,4,2,0,20,20,6,Gasoline,B
19,274,2188,4,3,1,15,20,8,Gasoline,B
46,274,2189,5,1,0,15,20,8,Electric,B
41,274,2189,5,2,0,20,25,7,Electric,B
14,274,2189,5,3,1,20,25,7,Gasoline,B
3,274,2190,6,1,0,25,20,6,Gasoline,B
1,274,2190,6,2,1,15,20,6,Gasoline,B
36,274,2190,6,3,0,25,30,6,Electric,B
11,274,2191,7,1,1,20,20,7,Gasoline,B
43,274,2191,7,2,0,15,30,7,Electric,B
9,274,2191,7,3,0,25,30,6,Gasoline,B
18,274,2192,8,1,0,25,30,7,Gasoline,B
19,274,2192,8,2,1,15,20,8,Gasoline,B
51,274,2192,8,3,0,25,25,8,Electric,B
49,275,2193,1,1,0,15,25,8,Electric,B
41,275,2193,1,2,0,20,25,7,Electric,B
27,275,2193,1,3,1,25,30,8,Gasoline,B
22,275,2194,2,1,1,15,25,8,Gasoline,B
15,275,2194,2,2,0,25,25,7,Gasoline,B
34,275,2194,2,3,0,15,30,6,Electric,B
37,275,2195,3,1,0,15,20,7,Electric,B
43,275,2195,3,2,1,15,30,7,Electric,B
53,275,2195,3,3,0,20,30,8,Electric,B
15,275,2196,4,1,0,25,25,7,Gasoline,B
21,275,2196,4,2,0,25,20,8,Gasoline,B
7,275,2196,4,3,1,15,30,6,Gasoline,B
16,275,2197,5,1,1,15,30,7,Gasoline,B
29,275,2197,5,2,0,20,20,6,Electric,B
31,275,2197,5,3,0,15,25,6,Electric,B
53,275,2198,6,1,0,20,30,8,Electric,B
1,275,2198,6,2,1,15,20,6,Gasoline,B
43,275,2198,6,3,0,15,30,7,Electric,B
43,275,2199,7,1,0,15,30,7,Electric,B
9,275,2199,7,2,0,25,30,6,Gasoline,B
14,275,2199,7,3,1,20,25,7,Gasoline,B
30,275,2200,8,1,0,25,20,6,Electric,B
54,275,2200,8,2,0,25,30,8,Electric,B
38,275,2200,8,3,1,20,20,7,Electric,B
43,276,2201,1,1,1,15,30,7,Electric,B
21,276,2201,1,2,0,25,20,8,Gasoline,B
39,276,2201,1,3,0,25,20,7,Electric,B
49,276,2202,2,1,0,15,25,8,Electric,B
5,276,2202,2,2,0,20,25,6,Gasoline,B
9,276,2202,2,3,1,25,30,6,Gasoline,B
5,276,2203,3,1,0,20,25,6,Gasoline,B
49,276,2203,3,2,1,15,25,8,Electric,B
17,276,2203,3,3,0,20,30,7,Gasoline,B
24,276,2204,4,1,0,25,25,8,Gasoline,B
40,276,2204,4,2,1,15,25,7,Electric,B
20,276,2204,4,3,0,20,20,8,Gasoline,B
25,276,2205,5,1,1,15,30,8,Gasoline,B
28,276,2205,5,2,0,15,20,6,Electric,B
45,276,2205,5,3,0,25,30,7,Electric,B
6,276,2206,6,1,1,25,25,6,Gasoline,B
39,276,2206,6,2,0,25,20,7,Electric,B
48,276,2206,6,3,0,25,20,8,Electric,B
11,276,2207,7,1,1,20,20,7,Gasoline,B
35,276,2207,7,2,0,20,30,6,Electric,B
30,276,2207,7,3,0,25,20,6,Electric,B
14,276,2208,8,1,1,20,25,7,Gasoline,B
24,276,2208,8,2,0,25,25,8,Gasoline,B
33,276,2208,8,3,0,25,25,6,Electric,B
35,277,2209,1,1,0,20,30,6,Electric,B
14,277,2209,1,2,1,20,25,7,Gasoline,B
29,277,2209,1,3,0,20,20,6,Electric,B
53,277,2210,2,1,0,20,30,8,Electric,B
32,277,2210,2,2,1,20,25,6,Electric,B
9,277,2210,2,3,0,25,30,6,Gasoline,B
17,277,2211,3,1,0,20,30,7,Gasoline,B
13,277,2211,3,2,1,15,25,7,Gasoline,B
36,277,2211,3,3,0,25,30,6,Electric,B
33,277,2212,4,1,0,25,25,6,Electric,B
17,277,2212,4,2,1,20,30,7,Gasoline,B
47,277,2212,4,3,0,20,20,8,Electric,B
48,277,2213,5,1,0,25,20,8,Electric,B
18,277,2213,5,2,0,25,30,7,Gasoline,B
14,277,2213,5,3,1,20,25,7,Gasoline,B
46,277,2214,6,1,0,15,20,8,Electric,B
40,277,2214,6,2,1,15,25,7,Electric,B
31,277,2214,6,3,0,15,25,6,Electric,B
29,277,2215,7,1,0,20,20,6,Electric,B
5,277,2215,7,2,1,20,25,6,Gasoline,B
41,277,2215,7,3,0,20,25,7,Electric,B
25,277,2216,8,1,1,15,30,8,Gasoline,B
32,277,2216,8,2,0,20,25,6,Electric,B
30,277,2216,8,3,0,25,20,6,Electric,B
27,278,2217,1,1,0,25,30,8,Gasoline,B
5,278,2217,1,2,1,20,25,6,Gasoline,B
42,278,2217,1,3,0,25,25,7,Electric,B
21,278,2218,2,1,0,25,20,8,Gasoline,B
14,278,2218,2,2,1,20,25,7,Gasoline,B
9,278,2218,2,3,0,25,30,6,Gasoline,B
7,278,2219,3,1,1,15,30,6,Gasoline,B
44,278,2219,3,2,0,20,30,7,Electric,B
51,278,2219,3,3,0,25,25,8,Electric,B
21,278,2220,4,1,1,25,20,8,Gasoline,B
24,278,2220,4,2,0,25,25,8,Gasoline,B
48,278,2220,4,3,0,25,20,8,Electric,B
45,278,2221,5,1,1,25,30,7,Electric,B
41,278,2221,5,2,0,20,25,7,Electric,B
39,278,2221,5,3,0,25,20,7,Electric,B
27,278,2222,6,1,0,25,30,8,Gasoline,B
22,278,2222,6,2,1,15,25,8,Gasoline,B
7,278,2222,6,3,0,15,30,6,Gasoline,B
47,278,2223,7,1,0,20,20,8,Electric,B
26,278,2223,7,2,0,20,30,8,Gasoline,B
11,278,2223,7,3,1,20,20,7,Gasoline,B
3,278,2224,8,1,0,25,20,6,Gasoline,B
2,278,2224,8,2,1,20,20,6,Gasoline,B
45,278,2224,8,3,0,25,30,7,Electric,B
46,279,2225,1,1,0,15,20,8,Electric,B
32,279,2225,1,2,0,20,25,6,Electric,B
49,279,2225,1,3,1,15,25,8,Electric,B
12,279,2226,2,1,0,25,20,7,Gasoline,B
13,279,2226,2,2,1,15,25,7,Gasoline,B
25,279,2226,2,3,0,15,30,8,Gasoline,B
14,279,2227,3,1,1,20,25,7,Gasoline,B
36,279,2227,3,2,0,25,30,6,Electric,B
6,279,2227,3,3,0,25,25,6,Gasoline,B
35,279,2228,4,1,0,20,30,6,Electric,B
30,279,2228,4,2,0,25,20,6,Electric,B
13,279,2228,4,3,1,15,25,7,Gasoline,B
22,279,2229,5,1,0,15,25,8,Gasoline,B
7,279,2229,5,2,1,15,30,6,Gasoline,B
9,279,2229,5,3,0,25,30,6,Gasoline,B
7,279,2230,6,1,1,15,30,6,Gasoline,B
29,279,2230,6,2,0,20,20,6,Electric,B
48,279,2230,6,3,0,25,20,8,Electric,B
53,279,2231,7,1,0,20,30,8,Electric,B
22,279,2231,7,2,1,15,25,8,Gasoline,B
18,279,2231,7,3,0,25,30,7,Gasoline,B
53,279,2232,8,1,0,20,30,8,Electric,B
52,279,2232,8,2,0,15,30,8,Electric,B
25,279,2232,8,3,1,15,30,8,Gasoline,B
2,280,2233,1,1,1,20,20,6,Gasoline,B
30,280,2233,1,2,0,25,20,6,Electric,B
54,280,2233,1,3,0,25,30,8,Electric,B
35,280,2234,2,1,0,20,30,6,Electric,B
30,280,2234,2,2,0,25,20,6,Electric,B
17,280,2234,2,3,1,20,30,7,Gasoline,B
4,280,2235,3,1,1,15,25,6,Gasoline,B
27,280,2235,3,2,0,25,30,8,Gasoline,B
39,280,2235,3,3,0,25,20,7,Electric,B
20,280,2236,4,1,0,20,20,8,Gasoline,B
37,280,2236,4,2,1,15,20,7,Electric,B
24,280,2236,4,3,0,25,25,8,Gasoline,B
52,280,2237,5,1,0,15,30,8,Electric,B
24,280,2237,5,2,0,25,25,8,Gasoline,B
5,280,2237,5,3,1,20,25,6,Gasoline,B
41,280,2238,6,1,0,20,25,7,Electric,B
50,280,2238,6,2,0,20,25,8,Electric,B
24,280,2238,6,3,1,25,25,8,Gasoline,B
13,280,2239,7,1,1,15,25,7,Gasoline,B
25,280,2239,7,2,0,15,30,8,Gasoline,B
35,280,2239,7,3,0,20,30,6,Electric,B
22,280,2240,8,1,0,15,25,8,Gasoline,B
13,280,2240,8,2,1,15,25,7,Gasoline,B
10,280,2240,8,3,0,15,20,7,Gasoline,B
37,281,2241,1,1,0,15,20,7,Electric,B
11,281,2241,1,2,1,20,20,7,Gasoline,B
5,281,2241,1,3,0,20,25,6,Gasoline,B
12,281,2242,2,1,0,25,20,7,Gasoline,B
8,281,2242,2,2,1,20,30,6,Gasoline,B
45,281,2242,2,3,0,25,30,7,Electric,B
31,281,2243,3,1,0,15,25,6,Electric,B
3,281,2243,3,2,0,25,20,6,Gasoline,B
8,281,2243,3,3,1,20,30,6,Gasoline,B
8,281,2244,4,1,0,20,30,6,Gasoline,B
1,281,2244,4,2,0,15,20,6,Gasoline,B
22,281,2244,4,3,1,15,25,8,Gasoline,B
22,281,2245,5,1,1,15,25,8,Gasoline,B
11,281,2245,5,2,0,20,20,7,Gasoline,B
3,281,2245,5,3,0,25,20,6,Gasoline,B
39,281,2246,6,1,0,25,20,7,Electric,B
43,281,2246,6,2,0,15,30,7,Electric,B
46,281,2246,6,3,1,15,20,8,Electric,B
32,281,2247,7,1,0,20,25,6,Electric,B
26,281,2247,7,2,1,20,30,8,Gasoline,B
33,281,2247,7,3,0,25,25,6,Electric,B
3,281,2248,8,1,0,25,20,6,Gasoline,B
5,281,2248,8,2,0,20,25,6,Gasoline,B
17,281,2248,8,3,1,20,30,7,Gasoline,B
46,282,2249,1,1,1,15,20,8,Electric,B
32,282,2249,1,2,0,20,25,6,Electric,B
20,282,2249,1,3,0,20,20,8,Gasoline,B
3,282,2250,2,1,0,25,20,6,Gasoline,B
14,282,2250,2,2,1,20,25,7,Gasoline,B
54,282,2250,2,3,0,25,30,8,Electric,B
15,282,2251,3,1,0,25,25,7,Gasoline,B
35,282,2251,3,2,1,20,30,6,Electric,B
42,282,2251,3,3,0,25,25,7,Electric,B
25,282,2252,4,1,1,15,30,8,Gasoline,B
14,282,2252,4,2,0,20,25,7,Gasoline,B
8,282,2252,4,3,0,20,30,6,Gasoline,B
48,282,2253,5,1,0,25,20,8,Electric,B
10,282,2253,5,2,1,15,20,7,Gasoline,B
40,282,2253,5,3,0,15,25,7,Electric,B
48,282,2254,6,1,1,25,20,8,Electric,B
42,282,2254,6,2,0,25,25,7,Electric,B
39,282,2254,6,3,0,25,20,7,Electric,B
52,282,2255,7,1,1,15,30,8,Electric,B
3,282,2255,7,2,0,25,20,6,Gasoline,B
11,282,2255,7,3,0,20,20,7,Gasoline,B
27,282,2256,8,1,0,25,30,8,Gasoline,B
47,282,2256,8,2,1,20,20,8,Electric,B
39,282,2256,8,3,0,25,20,7,Electric,B
30,283,2257,1,1,0,25,20,6,Electric,B
6,283,2257,1,2,0,25,25,6,Gasoline,B
9,283,2257,1,3,1,25,30,6,Gasoline,B
15,283,2258,2,1,0,25,25,7,Gasoline,B
21,283,2258,2,2,0,25,20,8,Gasoline,B
11,283,2258,2,3,1,20,20,7,Gasoline,B
53,283,2259,3,1,0,20,30,8,Electric,B
21,283,2259,3,2,0,25,20,8,Gasoline,B
23,283,2259,3,3,1,20,25,8,Gasoline,B
45,283,2260,4,1,1,25,30,7,Electric,B
33,283,2260,4,2,0,25,25,6,Electric,B
48,283,2260,4,3,0,25,20,8,Electric,B
40,283,2261,5,1,1,15,25,7,Electric,B
44,283,2261,5,2,0,20,30,7,Electric,B
54,283,2261,5,3,0,25,30,8,Electric,B
21,283,2262,6,1,0,25,20,8,Gasoline,B
28,283,2262,6,2,0,15,20,6,Electric,B
26,283,2262,6,3,1,20,30,8,Gasoline,B
45,283,2263,7,1,0,25,30,7,Electric,B
35,283,2263,7,2,1,20,30,6,Electric,B
12,283,2263,7,3,0,25,20,7,Gasoline,B
10,283,2264,8,1,1,15,20,7,Gasoline,B
37,283,2264,8,2,0,15,20,7,Electric,B
11,283,2264,8,3,0,20,20,7,Gasoline,B
54,284,2265,1,1,0,25,30,8,Electric,B
49,284,2265,1,2,0,15,25,8,Electric,B
8,284,2265,1,3,1,20,30,6,Gasoline,B
43,284,2266,2,1,0,15,30,7,Electric,B
3,284,2266,2,2,0,25,20,6,Gasoline,B
13,284,2266,2,3,1,15,25,7,Gasoline,B
6,284,2267,3,1,1,25,25,6,Gasoline,B
32,284,2267,3,2,0,20,25,6,Electric,B
53,284,2267,3,3,0,20,30,8,Electric,B
32,284,2268,4,1,0,20,25,6,Electric,B
39,284,2268,4,2,0,25,20,7,Electric,B
31,284,2268,4,3,1,15,25,6,Electric,B
24,284,2269,5,1,0,25,25,8,Gasoline,B
5,284,2269,5,2,0,20,25,6,Gasoline,B
52,284,2269,5,3,1,15,30,8,Electric,B
19,284,2270,6,1,0,15,20,8,Gasoline,B
4,284,2270,6,2,1,15,25,6,Gasoline,B
18,284,2270,6,3,0,25,30,7,Gasoline,B
24,284,2271,7,1,0,25,25,8,Gasoline,B
8,284,2271,7,2,1,20,30,6,Gasoline,B
9,284,2271,7,3,0,25,30,6,Gasoline,B
5,284,2272,8,1,0,20,25,6,Gasoline,B
24,284,2272,8,2,0,25,25,8,Gasoline,B
16,284,2272,8,3,1,15,30,7,Gasoline,B
30,285,2273,1,1,0,25,20,6,Electric,B
4,285,2273,1,2,1,15,25,6,Gasoline,B
28,285,2273,1,3,0,15,20,6,Electric,B
17,285,2274,2,1,0,20,30,7,Gasoline,B
4,285,2274,2,2,1,15,25,6,Gasoline,B
8,285,2274,2,3,0,20,30,6,Gasoline,B
33,285,2275,3,1,0,25,25,6,Electric,B
48,285,2275,3,2,0,25,20,8,Electric,B
15,285,2275,3,3,1,25,25,7,Gasoline,B
54,285,2276,4,1,0,25,30,8,Electric,B
27,285,2276,4,2,0,25,30,8,Gasoline,B
16,285,2276,4,3,1,15,30,7,Gasoline,B
35,285,2277,5,1,0,20,30,6,Electric,B
32,285,2277,5,2,0,20,25,6,Electric,B
23,285,2277,5,3,1,20,25,8,Gasoline,B
41,285,2278,6,1,0,20,25,7,Electric,B
18,285,2278,6,2,1,25,30,7,Gasoline,B
3,285,2278,6,3,0,25,20,6,Gasoline,B
2,285,2279,7,1,0,20,20,6,Gasoline,B
23,285,2279,7,2,0,20,25,8,Gasoline,B
19,285,2279,7,3,1,15,20,8,Gasoline,B
11,285,2280,8,1,0,20,20,7,Gasoline,B
36,285,2280,8,2,0,25,30,6,Electric,B
20,285,2280,8,3,1,20,20,8,Gasoline,B
8,286,2281,1,1,1,20,30,6,Gasoline,B
36,286,2281,1,2,0,25,30,6,Electric,B
6,286,2281,1,3,0,25,25,6,Gasoline,B
53,286,2282,2,1,0,20,30,8,Electric,B
18,286,2282,2,2,1,25,30,7,Gasoline,B
48,286,2282,2,3,0,25,20,8,Electric,B
2,286,2283,3,1,1,20,20,6,Gasoline,B
54,286,2283,3,2,0,25,30,8,Electric,B
46,286,2283,3,3,0,15,20,8,Electric,B
53,286,2284,4,1,0,20,30,8,Electric,B
31,286,2284,4,2,1,15,25,6,Electric,B
44,286,2284,4,3,0,20,30,7,Electric,B
54,286,2285,5,1,0,25,30,8,Electric,B
41,286,2285,5,2,1,20,25,7,Electric,B
27,286,2285,5,3,0,25,30,8,Gasoline,B
43,286,2286,6,1,0,15,30,7,Electric,B
14,286,2286,6,2,1,20,25,7,Gasoline,B
21,286,2286,6,3,0,25,20,8,Gasoline,B
51,286,2287,7,1,0,25,25,8,Electric,B
42,286,2287,7,2,0,25,25,7,Electric,B
24,286,2287,7,3,1,25,25,8,Gasoline,B
2,286,2288,8,1,1,20,20,6,Gasoline,B
41,286,2288,8,2,0,20,25,7,Electric,B
33,286,2288,8,3,0,25,25,6,Electric,B
9,287,2289,1,1,0,25,30,6,Gasoline,B
16,287,2289,1,2,1,15,30,7,Gasoline,B
12,287,2289,1,3,0,25,20,7,Gasoline,B
7,287,2290,2,1,1,15,30,6,Gasoline,B
14,287,2290,2,2,0,20,25,7,Gasoline,B
1,287,2290,2,3,0,15,20,6,Gasoline,B
1,287,2291,3,1,1,15,20,6,Gasoline,B
41,287,2291,3,2,0,20,25,7,Electric,B
39,287,2291,3,3,0,25,20,7,Electric,B
53,287,2292,4,1,0,20,30,8,Electric,B
44,287,2292,4,2,0,20,30,7,Electric,B
37,287,2292,4,3,1,15,20,7,Electric,B
29,287,2293,5,1,0,20,20,6,Electric,B
54,287,2293,5,2,0,25,30,8,Electric,B
24,287,2293,5,3,1,25,25,8,Gasoline,B
14,287,2294,6,1,1,20,25,7,Gasoline,B
41,287,2294,6,2,0,20,25,7,Electric,B
45,287,2294,6,3,0,25,30,7,Electric,B
48,287,2295,7,1,0,25,20,8,Electric,B
32,287,2295,7,2,0,20,25,6,Electric,B
25,287,2295,7,3,1,15,30,8,Gasoline,B
25,287,2296,8,1,0,15,30,8,Gasoline,B
9,287,2296,8,2,0,25,30,6,Gasoline,B
1,287,2296,8,3,1,15,20,6,Gasoline,B
31,288,2297,1,1,0,15,25,6,Electric,B
8,288,2297,1,2,0,20,30,6,Gasoline,B
13,288,2297,1,3,1,15,25,7,Gasoline,B
46,288,2298,2,1,0,15,20,8,Electric,B
22,288,2298,2,2,1,15,25,8,Gasoline,B
36,288,2298,2,3,0,25,30,6,Electric,B
23,288,2299,3,1,0,20,25,8,Gasoline,B
5,288,2299,3,2,0,20,25,6,Gasoline,B
52,288,2299,3,3,1,15,30,8,Electric,B
8,288,2300,4,1,0,20,30,6,Gasoline,B
29,288,2300,4,2,0,20,20,6,Electric,B
1,288,2300,4,3,1,15,20,6,Gasoline,B
33,288,2301,5,1,0,25,25,6,Electric,B
11,288,2301,5,2,1,20,20,7,Gasoline,B
6,288,2301,5,3,0,25,25,6,Gasoline,B
5,288,2302,6,1,1,20,25,6,Gasoline,B
27,288,2302,6,2,0,25,30,8,Gasoline,B
40,288,2302,6,3,0,15,25,7,Electric,B
49,288,2303,7,1,0,15,25,8,Electric,B
46,288,2303,7,2,1,15,20,8,Electric,B
48,288,2303,7,3,0,25,20,8,Electric,B
14,288,2304,8,1,1,20,25,7,Gasoline,B
3,288,2304,8,2,0,25,20,6,Gasoline,B
54,288,2304,8,3,0,25,30,8,Electric,B
4,289,2305,1,1,0,15,25,6,Gasoline,B
38,289,2305,1,2,0,20,20,7,Electric,B
22,289,2305,1,3,1,15,25,8,Gasoline,B
46,289,2306,2,1,1,15,20,8,Electric,B
33,289,2306,2,2,0,25,25,6,Electric,B
9,289,2306,2,3,0,25,30,6,Gasoline,B
2,289,2307,3,1,0,20,20,6,Gasoline,B
37,289,2307,3,2,0,15,20,7,Electric,B
22,289,2307,3,3,1,15,25,8,Gasoline,B
40,289,2308,4,1,0,15,25,7,Electric,B
9,289,2308,4,2,0,25,30,6,Gasoline,B
6,289,2308,4,3,1,25,25,6,Gasoline,B
46,289,2309,5,1,0,15,20,8,Electric,B
34,289,2309,5,2,1,15,30,6,Electric,B
29,289,2309,5,3,0,20,20,6,Electric,B
42,289,2310,6,1,0,25,25,7,Electric,B
23,289,2310,6,2,0,20,25,8,Gasoline,B
26,289,2310,6,3,1,20,30,8,Gasoline,B
44,289,2311,7,1,0,20,30,7,Electric,B
40,289,2311,7,2,1,15,25,7,Electric,B
54,289,2311,7,3,0,25,30,8,Electric,B
37,289,2312,8,1,0,15,20,7,Electric,B
9,289,2312,8,2,1,25,30,6,Gasoline,B
6,289,2312,8,3,0,25,25,6,Gasoline,B
54,290,2313,1,1,0,25,30,8,Electric,B
14,290,2313,1,2,1,20,25,7,Gasoline,B
43,290,2313,1,3,0,15,30,7,Electric,B
12,290,2314,2,1,0,25,20,7,Gasoline,B
46,290,2314,2,2,0,15,20,8,Electric,B
4,290,2314,2,3,1,15,25,6,Gasoline,B
44,290,2315,3,1,0,20,30,7,Electric,B
19,290,2315,3,2,1,15,20,8,Gasoline,B
37,290,2315,3,3,0,15,20,7,Electric,B
4,290,2316,4,1,1,15,25,6,Gasoline,B
47,290,2316,4,2,0,20,20,8,Electric,B
5,290,2316,4,3,0,20,25,6,Gasoline,B
29,290,2317,5,1,0,20,20,6,Electric,B
52,290,2317,5,2,1,15,30,8,Electric,B
54,290,2317,5,3,0,25,30,8,Electric,B
2,290,2318,6,1,0,20,20,6,Gasoline,B
24,290,2318,6,2,0,25,25,8,Gasoline,B
26,290,2318,6,3,1,20,30,8,Gasoline,B
5,290,2319,7,1,1,20,25,6,Gasoline,B
36,290,2319,7,2,0,25,30,6,Electric,B
48,290,2319,7,3,0,25,20,8,Electric,B
19,290,2320,8,1,1,15,20,8,Gasoline,B
3,290,2320,8,2,0,25,20,6,Gasoline,B
52,290,2320,8,3,0,15,30,8,Electric,B
14,291,2321,1,1,1,20,25,7,Gasoline,B
3,291,2321,1,2,0,25,20,6,Gasoline,B
35,291,2321,1,3,0,20,30,6,Electric,B
29,291,2322,2,1,0,20,20,6,Electric,B
46,291,2322,2,2,1,15,20,8,Electric,B
40,291,2322,2,3,0,15,25,7,Electric,B
23,291,2323,3,1,1,20,25,8,Gasoline,B
50,291,2323,3,2,0,20,25,8,Electric,B
35,291,2323,3,3,0,20,30,6,Electric,B
29,291,2324,4,1,0,20,20,6,Electric,B
52,291,2324,4,2,1,15,30,8,Electric,B
39,291,2324,4,3,0,25,20,7,Electric,B
50,291,2325,5,1,0,20,25,8,Electric,B
47,291,2325,5,2,0,20,20,8,Electric,B
35,291,2325,5,3,1,20,30,6,Electric,B
28,291,2326,6,1,0,15,20,6,Electric,B
23,291,2326,6,2,1,20,25,8,Gasoline,B
41,291,2326,6,3,0,20,25,7,Electric,B
20,291,2327,7,1,0,20,20,8,Gasoline,B
8,291,2327,7,2,0,20,30,6,Gasoline,B
23,291,2327,7,3,1,20,25,8,Gasoline,B
11,291,2328,8,1,0,20,20,7,Gasoline,B
45,291,2328,8,2,0,25,30,7,Electric,B
4,291,2328,8,3,1,15,25,6,Gasoline,B
38,292,2329,1,1,1,20,20,7,Electric,B
3,292,2329,1,2,0,25,20,6,Gasoline,B
12,292,2329,1,3,0,25,20,7,Gasoline,B
3,292,2330,2,1,0,25,20,6,Gasoline,B
21,292,2330,2,2,1,25,20,8,Gasoline,B
39,292,2330,2,3,0,25,20,7,Electric,B
15,292,2331,3,1,0,25,25,7,Gasoline,B
28,292,2331,3,2,0,15,20,6,Electric,B
5,292,2331,3,3,1,20,25,6,Gasoline,B
53,292,2332,4,1,0,20,30,8,Electric,B
54,292,2332,4,2,0,25,30,8,Electric,B
28,292,2332,4,3,1,15,20,6,Electric,B
39,292,2333,5,1,0,25,20,7,Electric,B
40,292,2333,5,2,1,15,25,7,Electric,B
35,292,2333,5,3,0,20,30,6,Electric,B
9,292,2334,6,1,0,25,30,6,Gasoline,B
8,292,2334,6,2,0,20,30,6,Gasoline,B
16,292,2334,6,3,1,15,30,7,Gasoline,B
26,292,2335,7,1,0,20,30,8,Gasoline,B
19,292,2335,7,2,0,15,20,8,Gasoline,B
25,292,2335,7,3,1,15,30,8,Gasoline,B
19,292,2336,8,1,0,15,20,8,Gasoline,B
6,292,2336,8,2,0,25,25,6,Gasoline,B
37,292,2336,8,3,1,15,20,7,Electric,B
4,293,2337,1,1,1,15,25,6,Gasoline,B
15,293,2337,1,2,0,25,25,7,Gasoline,B
39,293,2337,1,3,0,25,20,7,Electric,B
16,293,2338,2,1,1,15,30,7,Gasoline,B
41,293,2338,2,2,0,20,25,7,Electric,B
51,293,2338,2,3,0,25,25,8,Electric,B
